activity_id,lead_id,rep_id,activity_type,activity_outcome,activity_date
631,6790,40,Call,Negative,2025-09-20
632,4918,12,Email,Neutral,2025-10-12
633,8853,14,Call,Neutral,2025-06-23
634,1157,13,Call,Negative,2025-12-19
635,2615,11,Meeting,Neutral,2025-07-18
636,3243,50,Call,Positive,2026-06-13
637,9575,49,Meeting,Neutral,2025-08-04
638,6764,44,Call,Positive,2025-09-11
639,1771,22,Demo,Neutral,2025-08-03
640,3468,18,Call,Positive,2025-06-16
641,9309,49,Demo,Negative,2026-01-09
642,2483,8,Meeting,Negative,2025-08-31
643,191,30,Call,Neutral,2025-10-18
644,4262,3,Meeting,Positive,2025-12-10
645,7251,10,Demo,Negative,2026-02-21
646,435,45,Meeting,Neutral,2025-12-23
647,7150,45,Call,Negative,2026-06-06
648,8937,36,Meeting,Negative,2026-02-15
649,3408,12,Email,Neutral,2025-10-04
650,9861,23,Meeting,Neutral,2026-02-14
651,4897,23,Call,Negative,2026-01-01
652,3391,16,Call,Positive,2026-03-12
653,437,7,Demo,Neutral,2025-06-22
654,6997,45,Call,Neutral,2026-02-02
655,5923,2,Demo,Neutral,2025-08-18
656,1345,9,Meeting,Neutral,2026-04-08
657,9846,45,Demo,Positive,2025-10-23
658,8336,27,Email,Neutral,2025-10-14
659,8357,47,Demo,Positive,2025-11-21
660,6092,27,Email,Neutral,2025-07-15
661,1537,35,Meeting,Positive,2026-04-03
662,1549,21,Demo,Positive,2026-03-14
663,9973,35,Email,Neutral,2026-06-01
664,4987,3,Call,Positive,2026-04-30
665,3824,50,Call,Positive,2025-08-05
666,2144,3,Call,Negative,2026-04-06
667,8825,24,Call,Neutral,2025-07-10
668,3981,17,Email,Positive,2025-11-14
669,9661,16,Email,Neutral,2026-05-05
670,7196,33,Call,Negative,2025-09-05
671,4219,17,Meeting,Positive,2025-11-09
672,9156,6,Demo,Positive,2026-03-17
673,8608,19,Demo,Positive,2026-04-20
674,8317,8,Email,Positive,2026-01-15
675,8561,1,Call,Negative,2026-02-11
676,1251,47,Call,Positive,2026-02-23
677,8647,32,Call,Positive,2025-12-05
678,5596,15,Email,Negative,2026-06-03
679,7887,3,Meeting,Positive,2025-08-06
680,1144,33,Meeting,Positive,2025-12-03
681,3124,25,Call,Neutral,2025-10-11
682,3938,6,Call,Neutral,2026-04-20
683,9013,30,Call,Positive,2025-11-25
684,2646,48,Demo,Positive,2025-09-15
685,9570,13,Demo,Neutral,2026-01-14
686,6798,16,Meeting,Neutral,2025-11-12
687,8145,46,Demo,Positive,2025-12-04
688,6878,33,Meeting,Neutral,2026-05-28
689,5344,3,Email,Negative,2025-06-20
690,8407,7,Email,Neutral,2025-06-25
691,4809,7,Email,Positive,2026-01-01
692,4764,22,Call,Negative,2026-03-27
693,2265,39,Meeting,Neutral,2026-05-01
694,3163,12,Demo,Positive,2025-10-15
695,5619,37,Meeting,Negative,2025-12-11
696,7007,6,Demo,Positive,2026-05-28
697,5879,42,Meeting,Positive,2025-10-04
698,6513,41,Demo,Positive,2026-01-07
699,9130,10,Email,Negative,2026-04-26
700,4718,10,Meeting,Negative,2025-12-10
701,2912,6,Email,Neutral,2026-03-07
702,10,25,Call,Negative,2025-07-16
703,7332,25,Demo,Positive,2026-01-11
704,9474,27,Call,Negative,2026-05-21
705,8382,48,Demo,Neutral,2026-05-23
706,155,12,Call,Positive,2026-02-22
707,419,34,Call,Positive,2025-11-17
708,5212,21,Demo,Positive,2025-08-29
709,6203,14,Call,Neutral,2025-09-23
710,3255,1,Call,Neutral,2025-10-18
711,4033,28,Meeting,Negative,2025-12-15
712,1233,24,Meeting,Neutral,2026-04-12
713,3946,39,Email,Neutral,2026-01-20
714,763,24,Email,Positive,2025-09-26
715,7875,36,Email,Neutral,2025-10-02
716,7298,16,Email,Neutral,2025-10-12
717,2823,31,Email,Negative,2026-01-24
718,7347,31,Email,Neutral,2025-11-17
719,3584,15,Meeting,Negative,2025-11-19
720,6452,23,Meeting,Positive,2026-01-22
721,5342,33,Email,Positive,2025-11-10
722,622,46,Demo,Positive,2025-07-06
723,4848,47,Demo,Negative,2026-06-01
724,708,21,Email,Negative,2025-09-23
725,1880,23,Meeting,Neutral,2026-04-07
726,1853,14,Call,Neutral,2026-06-07
727,3702,41,Meeting,Neutral,2026-02-26
728,2199,32,Demo,Positive,2025-09-27
729,8588,35,Demo,Negative,2026-04-03
730,5274,13,Call,Positive,2025-12-20
731,8364,18,Email,Positive,2026-04-13
732,4707,30,Call,Positive,2025-08-03
733,1263,31,Call,Negative,2025-12-04
734,3311,34,Demo,Negative,2026-02-14
735,468,33,Email,Negative,2026-05-13
736,4015,12,Email,Neutral,2025-09-06
737,483,36,Demo,Positive,2025-07-10
738,5983,32,Email,Positive,2026-04-11
739,2228,44,Call,Positive,2026-03-05
740,1874,9,Demo,Positive,2025-07-13
741,8257,34,Meeting,Neutral,2026-01-30
742,2807,18,Meeting,Neutral,2025-07-04
743,72,44,Meeting,Positive,2026-02-26
744,1246,46,Email,Positive,2026-01-04
745,7333,24,Meeting,Neutral,2025-12-28
746,5774,25,Meeting,Neutral,2026-05-13
747,4554,1,Email,Positive,2026-01-01
748,8328,43,Demo,Negative,2026-01-28
749,6202,17,Email,Neutral,2026-04-22
750,9801,40,Meeting,Negative,2025-11-12
751,3227,17,Call,Positive,2025-11-15
752,2974,39,Call,Positive,2025-10-03
753,9846,17,Demo,Neutral,2025-10-12
754,3718,1,Call,Negative,2026-02-03
755,6602,36,Call,Neutral,2025-11-21
756,8993,10,Call,Neutral,2025-07-08
757,6754,38,Call,Positive,2025-12-24
758,9190,16,Email,Negative,2025-09-04
759,826,18,Meeting,Neutral,2025-08-16
760,5062,36,Email,Negative,2025-07-09
761,1003,31,Call,Positive,2026-03-24
762,2209,34,Email,Negative,2026-02-02
763,3681,28,Demo,Positive,2025-09-30
764,3354,11,Demo,Negative,2026-04-20
765,8759,32,Call,Neutral,2026-05-09
766,2750,5,Call,Positive,2026-02-26
767,7220,3,Call,Negative,2025-12-06
768,3337,36,Demo,Negative,2026-05-06
769,792,22,Call,Neutral,2025-08-12
770,8120,21,Meeting,Positive,2025-08-10
771,3291,18,Call,Negative,2025-07-01
772,9533,15,Email,Positive,2026-06-10
773,3600,29,Email,Negative,2025-10-20
774,5540,27,Email,Positive,2025-07-29
775,4606,40,Email,Neutral,2025-10-13
776,1406,4,Email,Negative,2026-04-14
777,9620,10,Call,Neutral,2025-12-12
778,1444,9,Demo,Negative,2026-02-11
779,7101,42,Email,Neutral,2026-05-17
780,5906,30,Call,Neutral,2025-08-06
781,4211,46,Meeting,Positive,2026-05-14
782,763,24,Demo,Positive,2025-12-27
783,2834,16,Meeting,Neutral,2026-05-04
784,5120,1,Demo,Negative,2026-01-15
785,1396,45,Email,Positive,2025-11-30
786,3948,2,Demo,Negative,2026-02-10
787,9711,24,Email,Positive,2026-02-14
788,3675,22,Email,Neutral,2025-08-10
789,227,35,Call,Neutral,2025-06-28
790,3606,3,Demo,Neutral,2026-02-05
791,384,4,Demo,Neutral,2025-11-14
792,4809,48,Call,Negative,2025-10-28
793,9727,44,Meeting,Negative,2025-06-18
794,9526,12,Demo,Positive,2026-06-01
795,3258,5,Demo,Negative,2025-10-10
796,5751,47,Email,Neutral,2025-09-05
797,1286,10,Demo,Negative,2026-05-11
798,4492,18,Meeting,Positive,2025-12-04
799,3228,49,Meeting,Neutral,2025-07-19
800,6604,46,Demo,Positive,2026-04-26
801,3288,23,Meeting,Neutral,2026-02-06
802,1540,19,Meeting,Neutral,2025-08-29
803,9876,30,Demo,Positive,2026-02-07
804,4647,37,Email,Neutral,2026-05-25
805,2153,25,Meeting,Negative,2025-08-10
806,7932,38,Call,Negative,2026-02-21
807,3749,27,Meeting,Positive,2025-10-24
808,4063,50,Call,Positive,2026-02-07
809,5292,31,Demo,Neutral,2026-04-05
810,7138,16,Call,Neutral,2025-11-03
811,6010,42,Demo,Negative,2025-11-14
812,4613,20,Call,Negative,2025-12-04
813,9520,8,Email,Negative,2026-04-19
814,243,16,Meeting,Negative,2025-10-16
815,8275,2,Demo,Positive,2025-12-30
816,7524,16,Call,Positive,2026-06-11
817,1738,6,Meeting,Positive,2025-10-23
818,3139,4,Demo,Positive,2025-09-21
819,7571,32,Email,Positive,2026-01-14
820,7788,1,Email,Neutral,2025-06-28
821,5479,10,Email,Neutral,2026-05-05
822,1905,31,Demo,Negative,2025-11-14
823,6451,31,Call,Neutral,2025-11-08
824,8661,23,Email,Negative,2026-06-09
825,4628,15,Meeting,Negative,2025-09-03
826,8349,42,Call,Neutral,2026-04-11
827,5693,44,Meeting,Positive,2026-02-16
828,1722,27,Demo,Positive,2026-04-01
829,2716,27,Demo,Positive,2026-01-11
830,6318,19,Email,Positive,2025-08-31
831,4223,4,Call,Positive,2025-10-31
832,4934,14,Email,Positive,2025-08-16
833,966,3,Email,Negative,2025-10-29
834,7048,17,Call,Negative,2025-08-07
835,5731,1,Demo,Positive,2026-01-05
836,3066,43,Meeting,Negative,2025-06-26
837,8039,3,Demo,Positive,2025-07-29
838,60,33,Email,Negative,2026-01-11
839,1274,43,Demo,Negative,2026-04-10
840,5292,50,Meeting,Neutral,2026-04-08
841,5482,24,Email,Neutral,2025-08-19
842,2494,7,Demo,Negative,2025-10-22
843,5219,47,Call,Neutral,2025-06-24
844,8909,50,Call,Neutral,2026-02-24
845,3695,45,Call,Positive,2025-12-04
846,6775,30,Demo,Neutral,2025-10-24
847,7271,37,Call,Neutral,2025-12-01
848,3428,4,Call,Neutral,2025-10-28
849,5389,36,Demo,Negative,2026-04-08
850,5329,12,Email,Positive,2025-07-15
851,8994,21,Meeting,Neutral,2026-01-17
852,6700,49,Call,Neutral,2025-12-01
853,2830,39,Email,Neutral,2025-12-19
854,8357,29,Demo,Positive,2026-04-15
855,7078,5,Email,Negative,2026-01-23
856,143,35,Email,Neutral,2025-11-02
857,5859,41,Meeting,Positive,2025-08-17
858,2744,3,Email,Neutral,2026-02-19
859,5682,37,Email,Negative,2025-08-28
860,7952,12,Demo,Negative,2025-10-12
861,3566,50,Meeting,Neutral,2026-05-16
862,4572,48,Email,Positive,2026-05-06
863,8628,29,Call,Negative,2025-08-16
864,341,50,Email,Neutral,2025-08-15
865,2737,29,Meeting,Neutral,2025-08-02
866,9351,6,Meeting,Positive,2025-08-16
867,7637,19,Demo,Positive,2026-05-23
868,1781,24,Call,Positive,2025-11-12
869,5691,25,Meeting,Negative,2026-03-29
870,896,49,Email,Positive,2026-02-22
871,6954,20,Demo,Positive,2025-10-29
872,2672,18,Email,Negative,2026-02-07
873,8596,5,Meeting,Positive,2025-07-17
874,8081,23,Demo,Neutral,2025-08-04
875,3517,4,Demo,Neutral,2026-02-28
876,5858,1,Call,Neutral,2025-07-31
877,4532,18,Meeting,Negative,2026-05-20
878,7755,9,Demo,Neutral,2025-10-10
879,200,4,Call,Positive,2025-09-03
880,8978,50,Call,Positive,2026-03-13
881,2787,36,Demo,Positive,2025-06-29
882,9854,22,Demo,Negative,2026-05-24
883,7741,4,Call,Neutral,2026-04-11
884,3641,17,Call,Neutral,2025-11-21
885,9293,17,Meeting,Negative,2025-09-11
886,9585,11,Call,Negative,2025-08-17
887,5503,6,Call,Negative,2025-06-18
888,931,3,Call,Neutral,2025-09-22
889,2934,7,Call,Neutral,2025-10-11
890,5399,19,Email,Neutral,2025-08-18
891,1796,22,Demo,Neutral,2026-05-04
892,1854,38,Call,Neutral,2026-03-25
893,4450,41,Demo,Neutral,2026-04-19
894,7612,31,Meeting,Positive,2026-06-14
895,780,49,Call,Positive,2026-05-08
896,1516,47,Demo,Positive,2026-02-26
897,8675,8,Email,Neutral,2025-09-22
898,9174,38,Email,Positive,2026-05-03
899,3247,2,Demo,Neutral,2026-01-20
900,4645,16,Call,Negative,2026-05-21
901,1845,32,Call,Negative,2025-11-18
902,563,5,Call,Negative,2026-02-05
903,492,8,Call,Neutral,2026-02-04
904,4067,46,Meeting,Negative,2026-05-31
905,7664,25,Call,Positive,2025-06-16
906,4438,38,Demo,Neutral,2025-12-10
907,3047,23,Meeting,Positive,2026-06-09
908,8935,45,Email,Positive,2026-03-14
909,338,12,Meeting,Neutral,2025-12-23
910,1901,28,Email,Positive,2025-06-29
911,9856,22,Demo,Positive,2025-07-12
912,4124,30,Email,Neutral,2025-09-16
913,7774,36,Call,Neutral,2026-04-07
914,7549,26,Email,Positive,2026-02-22
915,857,9,Email,Positive,2026-01-02
916,3957,29,Call,Negative,2026-04-15
917,3022,10,Meeting,Neutral,2026-05-10
918,5898,25,Meeting,Neutral,2025-07-07
919,397,38,Meeting,Negative,2025-12-12
920,5575,38,Meeting,Positive,2026-01-19
921,8827,47,Call,Positive,2025-10-24
922,8137,40,Call,Negative,2025-08-18
923,5919,37,Demo,Negative,2026-03-03
924,3079,11,Call,Neutral,2025-09-15
925,7328,42,Meeting,Negative,2025-09-29
926,1438,29,Call,Neutral,2026-01-06
927,1702,46,Email,Neutral,2025-10-29
928,2655,32,Email,Positive,2026-01-15
929,6743,11,Demo,Positive,2026-01-14
930,3716,11,Call,Neutral,2026-01-25
931,6037,19,Demo,Positive,2025-07-22
932,9853,48,Demo,Negative,2025-07-02
933,5431,32,Call,Positive,2026-02-26
934,9872,31,Call,Positive,2025-07-05
935,1141,13,Email,Negative,2026-01-15
936,7914,26,Email,Positive,2025-07-12
937,8679,42,Email,Neutral,2025-08-15
938,809,35,Demo,Neutral,2026-06-14
939,3758,14,Call,Neutral,2026-02-18
940,1852,12,Call,Negative,2026-03-15
941,3695,7,Meeting,Positive,2026-01-05
942,6417,41,Email,Negative,2026-05-03
943,6584,18,Meeting,Neutral,2026-01-18
944,7556,27,Call,Neutral,2026-03-28
945,6843,37,Demo,Negative,2025-11-14
946,3591,13,Call,Negative,2025-08-07
947,5118,50,Email,Neutral,2025-08-05
948,3041,18,Email,Neutral,2025-12-29
949,6438,6,Email,Positive,2026-06-10
950,6519,22,Email,Negative,2025-12-09
951,2921,35,Demo,Negative,2025-07-19
952,3159,1,Email,Positive,2025-08-30
953,7419,1,Demo,Positive,2026-06-05
954,2763,24,Demo,Neutral,2026-05-20
955,1527,21,Demo,Neutral,2025-08-20
956,3300,28,Demo,Neutral,2025-11-10
957,9825,42,Call,Negative,2025-09-29
958,1313,49,Email,Positive,2025-11-01
959,5401,25,Call,Positive,2026-05-19
960,5722,47,Email,Positive,2025-08-19
961,4799,48,Call,Neutral,2026-06-04
962,2394,37,Meeting,Positive,2025-10-19
963,6803,24,Email,Neutral,2026-04-13
964,9432,28,Call,Negative,2025-06-28
965,9433,49,Call,Neutral,2025-10-03
966,6477,14,Demo,Neutral,2025-12-23
967,5858,32,Call,Negative,2025-11-04
968,9990,41,Meeting,Positive,2026-02-13
969,3929,27,Meeting,Neutral,2026-02-16
970,26,46,Meeting,Positive,2025-07-13
971,8114,14,Demo,Negative,2025-10-08
972,4277,12,Meeting,Positive,2025-07-04
973,3901,49,Demo,Negative,2025-09-10
974,3151,18,Meeting,Neutral,2026-06-03
975,5138,20,Demo,Negative,2025-10-11
976,910,33,Email,Negative,2025-07-19
977,2719,16,Meeting,Positive,2025-06-17
978,4272,6,Demo,Neutral,2026-06-10
979,1547,13,Call,Neutral,2026-06-08
980,7980,38,Email,Negative,2026-01-06
981,8680,4,Call,Neutral,2025-09-07
982,7120,45,Call,Neutral,2025-07-28
983,2933,25,Email,Neutral,2026-05-06
984,3404,24,Call,Neutral,2026-01-02
985,9191,10,Email,Neutral,2025-11-06
986,1714,31,Email,Negative,2025-06-29
987,8947,32,Meeting,Positive,2025-10-28
988,2,47,Call,Positive,2026-04-27
989,4948,31,Call,Neutral,2026-05-09
990,4814,49,Call,Neutral,2025-10-08
991,7877,34,Email,Neutral,2025-09-22
992,886,34,Call,Negative,2025-11-19
993,1019,33,Demo,Neutral,2026-03-04
994,684,4,Call,Negative,2025-07-23
995,4515,38,Demo,Positive,2025-06-20
996,2681,4,Email,Positive,2025-08-08
997,1140,6,Demo,Negative,2026-01-25
998,1299,22,Demo,Neutral,2025-12-05
999,3607,2,Demo,Positive,2025-10-01
1000,6927,8,Call,Negative,2026-04-25
1001,5227,46,Demo,Negative,2025-08-03
1002,5980,31,Call,Neutral,2026-04-03
1003,9735,6,Demo,Neutral,2025-07-06
1004,3642,6,Meeting,Positive,2025-08-05
1005,1122,20,Call,Neutral,2026-01-11
1006,4693,17,Call,Negative,2026-01-06
1007,3131,10,Call,Neutral,2025-12-10
1008,7702,45,Email,Negative,2025-08-24
1009,9903,17,Email,Positive,2026-05-13
1010,2661,34,Meeting,Positive,2026-01-02
1011,3848,31,Demo,Neutral,2026-03-02
1012,8104,31,Demo,Negative,2026-03-19
1013,3557,19,Call,Positive,2025-11-11
1014,8518,50,Email,Neutral,2026-03-02
1015,7065,50,Demo,Neutral,2025-09-07
1016,3324,3,Call,Positive,2025-08-18
1017,6430,3,Call,Neutral,2025-07-19
1018,2766,7,Demo,Negative,2025-09-13
1019,2393,40,Demo,Positive,2026-01-21
1020,6355,25,Meeting,Neutral,2025-07-24
1021,4224,34,Demo,Negative,2026-04-24
1022,3023,17,Email,Neutral,2025-10-29
1023,6902,32,Demo,Negative,2025-08-02
1024,5998,38,Meeting,Neutral,2026-03-12
1025,1252,35,Demo,Negative,2026-03-10
1026,5591,8,Demo,Negative,2025-11-28
1027,7126,11,Email,Neutral,2026-05-29
1028,4643,47,Demo,Neutral,2025-09-16
1029,8027,13,Meeting,Negative,2026-01-29
1030,274,28,Email,Positive,2026-01-16
1031,2277,37,Call,Negative,2025-11-15
1032,9207,7,Email,Positive,2025-07-18
1033,7830,24,Call,Neutral,2026-04-15
1034,6603,41,Demo,Neutral,2025-12-07
1035,1730,19,Meeting,Negative,2025-12-17
1036,2729,17,Meeting,Negative,2025-12-29
1037,4393,26,Email,Positive,2026-06-02
1038,790,5,Email,Negative,2025-09-05
1039,7344,47,Demo,Neutral,2025-09-05
1040,845,9,Email,Negative,2025-08-04
1041,9534,11,Meeting,Negative,2026-01-10
1042,871,41,Call,Neutral,2025-09-08
1043,3860,11,Email,Negative,2025-10-30
1044,2975,49,Meeting,Negative,2025-09-24
1045,2327,47,Meeting,Positive,2026-05-15
1046,3225,44,Email,Negative,2026-02-22
1047,7197,49,Demo,Negative,2026-03-26
1048,6085,30,Meeting,Negative,2025-09-07
1049,9154,11,Meeting,Negative,2025-10-17
1050,7245,4,Demo,Neutral,2026-02-17
1051,9606,6,Demo,Positive,2026-04-02
1052,2562,4,Meeting,Negative,2025-10-07
1053,7290,47,Email,Positive,2025-09-03
1054,7366,40,Call,Neutral,2026-03-25
1055,1171,8,Call,Positive,2026-02-24
1056,4371,28,Call,Negative,2025-12-29
1057,2238,22,Demo,Negative,2025-07-18
1058,3871,30,Call,Positive,2026-01-21
1059,2805,26,Call,Positive,2025-08-21
1060,9086,7,Call,Negative,2025-11-25
1061,4882,26,Meeting,Neutral,2025-09-11
1062,4227,21,Demo,Positive,2025-10-23
1063,9840,27,Meeting,Positive,2026-01-29
1064,8631,11,Meeting,Positive,2025-09-25
1065,6742,27,Demo,Neutral,2026-05-22
1066,4895,10,Email,Positive,2025-12-08
1067,4801,18,Email,Neutral,2026-01-16
1068,4325,28,Meeting,Negative,2025-07-23
1069,1300,5,Meeting,Positive,2026-02-05
1070,9251,50,Demo,Neutral,2025-07-21
1071,4519,28,Email,Positive,2026-03-22
1072,5140,41,Demo,Positive,2025-12-15
1073,8267,19,Email,Negative,2025-09-14
1074,3258,23,Email,Positive,2026-04-13
1075,2309,44,Demo,Positive,2026-05-29
1076,7087,40,Email,Neutral,2025-06-18
1077,3816,36,Email,Positive,2025-10-06
1078,4102,17,Call,Positive,2025-11-26
1079,705,44,Call,Negative,2026-05-01
1080,4650,4,Email,Positive,2025-09-01
1081,531,10,Meeting,Negative,2025-07-08
1082,5671,18,Call,Neutral,2025-06-21
1083,6636,44,Meeting,Positive,2026-04-13
1084,3237,38,Call,Neutral,2026-04-24
1085,750,27,Meeting,Neutral,2025-07-11
1086,4452,4,Demo,Neutral,2025-07-13
1087,306,24,Meeting,Negative,2025-10-12
1088,1340,12,Demo,Neutral,2025-07-21
1089,4153,10,Meeting,Negative,2025-12-24
1090,8936,13,Call,Negative,2025-11-13
1091,2303,11,Email,Positive,2025-09-06
1092,6354,18,Meeting,Negative,2026-03-23
1093,1234,44,Call,Negative,2025-12-25
1094,8655,14,Call,Negative,2026-02-04
1095,7751,29,Call,Neutral,2025-11-21
1096,8980,15,Email,Positive,2025-08-25
1097,5020,4,Email,Negative,2025-06-19
1098,3229,21,Call,Positive,2025-12-23
1099,4684,1,Demo,Positive,2025-12-04
1100,6378,45,Email,Positive,2026-03-22
1101,2557,30,Meeting,Positive,2026-04-28
1102,1933,13,Meeting,Positive,2026-06-14
1103,48,20,Call,Negative,2025-07-29
1104,826,35,Email,Neutral,2025-09-18
1105,7796,29,Demo,Positive,2025-09-24
1106,8781,15,Call,Negative,2025-11-10
1107,5814,3,Meeting,Positive,2025-08-21
1108,6179,14,Meeting,Negative,2025-11-08
1109,8674,7,Demo,Negative,2025-09-29
1110,1466,5,Demo,Positive,2026-06-04
1111,6821,49,Call,Negative,2025-11-02
1112,458,48,Call,Neutral,2025-09-16
1113,7295,33,Meeting,Neutral,2026-02-11
1114,8164,33,Demo,Positive,2026-04-18
1115,6207,47,Call,Neutral,2025-08-22
1116,4477,24,Email,Negative,2026-02-01
1117,5806,2,Meeting,Negative,2026-05-06
1118,9737,20,Call,Negative,2026-01-08
1119,8021,38,Meeting,Negative,2026-03-22
1120,2714,7,Email,Positive,2026-03-09
1121,7904,17,Email,Negative,2026-02-28
1122,5430,34,Meeting,Neutral,2026-02-23
1123,8490,21,Email,Neutral,2026-05-17
1124,2302,13,Call,Positive,2026-02-06
1125,5125,21,Meeting,Positive,2025-08-23
1126,509,31,Call,Positive,2026-06-02
1127,9728,30,Meeting,Neutral,2026-05-12
1128,2778,17,Email,Neutral,2026-05-14
1129,8330,39,Demo,Negative,2026-04-27
1130,3956,21,Meeting,Positive,2026-06-10
1131,6006,44,Call,Negative,2025-10-12
1132,7484,24,Meeting,Neutral,2025-11-06
1133,4119,47,Demo,Positive,2025-08-11
1134,3855,19,Email,Positive,2025-10-05
1135,7057,28,Demo,Neutral,2026-03-11
1136,8301,1,Demo,Positive,2026-05-27
1137,8498,42,Meeting,Positive,2025-11-18
1138,4599,1,Call,Negative,2025-10-05
1139,7175,8,Call,Negative,2025-09-23
1140,4626,41,Demo,Negative,2026-03-17
1141,1314,18,Email,Negative,2025-09-06
1142,782,46,Call,Negative,2026-05-03
1143,8255,28,Email,Positive,2025-09-09
1144,8352,40,Meeting,Positive,2026-04-24
1145,8355,36,Email,Negative,2026-01-21
1146,9167,49,Email,Neutral,2025-08-06
1147,6754,29,Call,Positive,2026-04-27
1148,2541,33,Meeting,Negative,2025-06-27
1149,788,17,Call,Negative,2025-07-31
1150,7428,1,Call,Neutral,2025-07-31
1151,3757,39,Meeting,Negative,2025-08-18
1152,9005,2,Email,Positive,2025-10-27
1153,5910,6,Meeting,Positive,2025-10-02
1154,7440,25,Call,Positive,2025-12-12
1155,2862,37,Demo,Neutral,2025-07-27
1156,5553,46,Demo,Negative,2026-01-10
1157,1767,30,Email,Negative,2025-11-12
1158,8138,50,Email,Neutral,2025-09-23
1159,9169,20,Call,Negative,2025-12-15
1160,9142,27,Meeting,Negative,2025-09-14
1161,402,35,Call,Positive,2025-10-23
1162,9420,9,Meeting,Positive,2025-11-11
1163,2199,45,Call,Positive,2025-08-15
1164,1987,8,Meeting,Positive,2025-07-14
1165,2116,43,Email,Neutral,2025-12-01
1166,4054,24,Demo,Negative,2026-05-31
1167,149,7,Demo,Neutral,2025-11-16
1168,8904,37,Meeting,Negative,2026-04-24
1169,3738,5,Demo,Positive,2025-06-26
1170,5531,34,Call,Neutral,2026-03-26
1171,1047,11,Call,Negative,2025-09-27
1172,6338,7,Email,Neutral,2025-06-24
1173,5647,1,Call,Positive,2026-02-17
1174,5643,29,Demo,Negative,2025-09-11
1175,5766,9,Meeting,Neutral,2026-04-28
1176,5257,39,Email,Negative,2025-10-11
1177,2946,19,Email,Neutral,2026-01-21
1178,8085,6,Meeting,Positive,2026-01-25
1179,8802,49,Call,Positive,2025-06-27
1180,8553,16,Meeting,Positive,2025-08-18
1181,5492,36,Meeting,Positive,2025-06-26
1182,6227,29,Demo,Neutral,2026-04-27
1183,5539,32,Demo,Negative,2026-01-23
1184,8854,43,Meeting,Neutral,2025-07-05
1185,1935,33,Email,Negative,2025-10-16
1186,2923,28,Call,Neutral,2026-01-10
1187,5543,39,Call,Positive,2025-08-23
1188,2127,3,Demo,Positive,2026-01-31
1189,2334,30,Call,Neutral,2026-02-02
1190,4763,22,Demo,Neutral,2026-03-08
1191,3801,33,Email,Negative,2025-10-19
1192,4890,49,Meeting,Neutral,2025-12-09
1193,4103,38,Demo,Negative,2025-09-24
1194,879,12,Email,Positive,2025-11-04
1195,5969,18,Call,Neutral,2026-06-02
1196,3169,5,Demo,Negative,2025-08-18
1197,7358,6,Demo,Negative,2026-06-05
1198,3167,41,Call,Neutral,2025-11-05
1199,2930,24,Email,Negative,2026-01-11
1200,5854,22,Meeting,Neutral,2026-06-10
1201,4396,36,Call,Positive,2025-11-28
